Synergy!ID,HistoryID,性別,年代,居住市町村,業種,その他業種,観光は悪い影響を上回る良い影響があると思う,やんばるエリアは観光地であるべき（積極的に観光客を受け入れるべき）だと思う,やんばるエリアは今後も更なる観光振興を進めるべきと思う,やんばるエリアの観光振興を支援していきたいと思う,企業・事業者数等の増加により地域経済が活性化している,地域の景観が良くなっている,地域の文化の保全・継承につながっている,地域の生活環境の改善・向上につながっている,地域に活気が生まれ転出者が減っている（転入者が増えている）,地域の買い物環境やレクリエーション環境が改善している,地域の交通環境（道路・駐車場整備等）が改善している,地域の商店街が活性化している,地域に訪れる観光客を歓迎している,地域住民と観光客の間で交流が生まれている,観光・観光客のおかげで、企業等への就業機会の向上につながっていると感じる,観光振興により自然・景観環境を守っていきたいと思う,観光・観光客のおかげで自分たちは独特の文化をもっていると感じる,観光・観光客のおかげであなたの住む地域の特徴を継承していきたいと思う,観光・観光客のおかげであなたの住む地域に誇りを持てる,観光・観光客のおかげであなたの住む地域のおすすめの場所をほかの人に教えたいと思う,観光振興により同じ地域に住む住民同士の関係性が強化されると思う,観光・観光客のおかげで買い物する場やレジャー環境が充実していると思う,あなたの日常生活での移動（通勤・通学）環境が改善したと思う,観光振興により旅行者との良い出会いが生まれると思う,観光客のおかげで他者への偏見が減り、他者への理解が深まると思う,定期的に知りたい情報_ALL,定期的に知りたい情報_来訪者の消費額,定期的に知りたい情報_来訪者の消費単価,定期的に知りたい情報_延べ宿泊者数,定期的に知りたい情報_来訪者満足度,定期的に知りたい情報_リピーター率,定期的に知りたい情報_住民満足度,定期的に知りたい情報_地域への経済波及効果,定期的に知りたい情報_活動実績,定期的に知りたい情報_その他,定期的に知りたい情報_その他_text,定期的に知りたい情報_特になし,やんばるエリアが持つ魅力_ALL,やんばるエリアが持つ魅力_豊かな自然景観,やんばるエリアが持つ魅力_地元の食文化,やんばるエリアが持つ魅力_琉球の歴史・文化,やんばるエリアが持つ魅力_のんびりとした時間の流れ,やんばるエリアが持つ魅力_地域住民の人柄,やんばるエリアが持つ魅力_その他,やんばるエリアが持つ魅力_その他_text,やんばるエリアにおいておすすめしたい体験等_ALL,やんばるエリアにおいておすすめしたい体験等_自然の景観・体験,やんばるエリアにおいておすすめしたい体験等_地元の料理,やんばるエリアにおいておすすめしたい体験等_地域産品・お土産,やんばるエリアにおいておすすめしたい体験等_伝統・文化,やんばるエリアにおいておすすめしたい体験等_お祭り・イベント,やんばるエリアにおいておすすめしたい体験等_地域住民との交流,やんばるエリアにおいておすすめしたい体験等_その他,やんばるエリアにおいておすすめしたい体験等_その他_text,やんばるエリアでの暮らしの幸福度,5年後のやんばるエリアでの暮らしの幸福度,やんばるエリアの「持続可能な観光地」としての満足度,居住地域の誇りにしていること,観光客に伝えたい魅力,やんばるの観光について、ご意見,回答日時
4460,270,男性,60代,名護市,建設業,,とても思う,とても思う,とても思う,とても思う,やや思う,あまり思わない,あまり思わない,あまり思わない,あまり思わない,やや思う,やや思う,やや思う,やや思う,やや思う,どちらでもない,とても思う,やや思う,やや思う,どちらでもない,とても思う,とても思う,やや思う,やや思う,やや思う,やや思う,"来訪者の消費額,来訪者の消費単価,来訪者満足度,リピーター率,地域への経済波及効果,活動実績",1,1,0,1,1,0,1,1,0,,0,"豊かな自然景観,地元の食文化,のんびりとした時間の流れ,地域住民の人柄",1,1,0,1,1,0,,"自然の景観・体験,地域産品・お土産,お祭り・イベント,地域住民との交流",1,0,1,0,1,1,0,,7,7,不満,区民等のつながり,自然が残るやんばるの特徴や場所など,やんばるの自然と共生した観光リゾート整備と中核都市になり得る特徴のある整備による都市部の発展がのぞまれる。,2026-01-15 15:22:16
4462,271,男性,30代,国頭村,その他,観光,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,あまり思わない,どちらでもない,あまり思わない,どちらでもない,やや思う,どちらでもない,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,あまり思わない,とても思う,とても思う,"来訪者の消費額,来訪者の消費単価,延べ宿泊者数,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果,活動実績",1,1,1,1,1,1,1,1,0,,0,"豊かな自然景観,地元の食文化,琉球の歴史・文化,のんびりとした時間の流れ,地域住民の人柄",1,1,1,1,1,0,,"自然の景観・体験,地元の料理,地域産品・お土産,伝統・文化,お祭り・イベント",1,1,1,1,1,0,0,,7,9,不満,"国頭村の豊かな自然環境をとても誇りに思っています。やんばるの森に広がる多様な生態系や、清らかな川、透き通る海は、訪れる人の心を癒してくれます。特に、ヤンバルクイナやノグチゲラなど、ここでしか見られない貴重な生き物たちは、地域の宝物です。
また、地域の人々が自然と共に生き、伝統文化や行事を大切に守り続けていることも、誇りに思っています。地域のつながりや温かさ、そして自然への敬意を大切にしながら、次の世代にもこの魅力を伝えていきたいと考えています。","やんばるは、沖縄の中でも特に手つかずの自然が残る貴重なエリアです。深い森に囲まれた静かな山道、清流が流れる渓谷、そして夜には満天の星空が広がります。都会の喧騒を離れ、心と体をリセットできる場所です。
また、地域の人々の温かさや、昔ながらの暮らしに触れられるのも魅力のひとつ。地元の食材を使った素朴な料理や、伝統行事、集落の風景など、観光地化されすぎていない“本物の沖縄”を体験できます。
自然を大切にしながら、地域の人とつながる旅。そんなやんばるの魅力を、ぜひ多くの方に感じていただきたいです。","やんばる地域の観光をさらに発展させるためには、観光地までのアクセス手段の整備が不可欠だと感じています。国頭村をはじめとする北部地域では、交通渋滞や駐車場不足といった問題は少ない一方で、そもそも観光地へ行くための公共交通や二次交通の選択肢がほとんどありません。
レンタカーを利用できない観光客にとっては、魅力的な自然や文化資源があっても訪れることが難しく、結果として観光の機会損失につながっています。特に、奥・安田・辺戸岬などのエリアは、やんばるらしさを体感できる貴重な場所でありながら、アクセスの不便さがネックになっています。
さらに、宿泊施設の少なさも課題のひとつです。せっかくやんばるを訪れても、宿泊先が見つからず日帰りで帰ってしまう観光客も多く、地域に滞在してもらうための受け入れ体制が十分とは言えません。小規模でも地域に根ざした宿泊施設の整備や、既存の空き家・民家を活用した宿泊の仕組みづくりが進むと、地域経済にも良い循環が生まれると思います。
今後は、交通と宿泊の両面から、地域に滞在しやすい環境づくりを進めていただきたいです。観光と地域の暮らしが共に豊かになるような仕組みを期待しています。",2026-01-15 15:27:03
4463,272,女性,40代,名護市,建設業,,あまり思わない,やや思う,やや思う,どちらでもない,やや思う,どちらでもない,どちらでもない,どちらでもない,やや思う,どちらでもない,あまり思わない,どちらでもない,やや思う,あまり思わない,どちらでもない,やや思う,どちらでもない,どちらでもない,やや思う,やや思う,やや思う,どちらでもない,あまり思わない,あまり思わない,どちらでもない,"来訪者満足度,リピーター率,地域への経済波及効果",0,0,0,1,1,0,1,0,0,,0,"豊かな自然景観,地元の食文化,地域住民の人柄",1,1,0,0,1,0,,"自然の景観・体験,地元の料理,地域産品・お土産,お祭り・イベント",1,1,1,0,1,0,0,,8,8,どちらでもない,,,,2026-01-15 15:31:03
4464,273,男性,30代,名護市,建設業,,やや思う,やや思う,とても思う,やや思う,あまり思わない,あまり思わない,やや思う,どちらでもない,あまり思わない,どちらでもない,やや思う,あまり思わない,やや思う,まったく思わない,どちらでもない,とても思う,やや思う,どちらでもない,やや思う,あまり思わない,やや思う,あまり思わない,どちらでもない,どちらでもない,まったく思わない,"住民満足度,地域への経済波及効果",0,0,0,0,0,1,1,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ,地域住民の人柄",1,0,0,1,1,0,,"地域産品・お土産,地域住民との交流",0,0,1,0,0,1,0,,10,10,どちらでもない,,,,2026-01-15 15:37:52
4465,274,男性,50代,名護市,学術研究、専門、技術サービス業,,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,どちらでもない,やや思う,やや思う,やや思う,やや思う,どちらでもない,やや思う,どちらでもない,やや思う,やや思う,どちらでもない,やや思う,やや思う,やや思う,どちらでもない,どちらでもない,どちらでもない,やや思う,どちらでもない,"来訪者の消費単価,リピーター率,住民満足度",0,1,0,0,1,1,0,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ",1,0,0,1,0,0,,"自然の景観・体験,地域産品・お土産",1,0,1,0,0,0,0,,8,8,どちらでもない,,,,2026-01-15 15:47:15
4466,275,男性,50代,名護市,建設業,,あまり思わない,あまり思わない,やや思う,やや思う,どちらでもない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,やや思う,どちらでもない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,とても思う,やや思う,どちらでもない,どちらでもない,あまり思わない,あまり思わない,どちらでもない,あまり思わない,やや思う,どちらでもない,"来訪者の消費単価,来訪者満足度,リピーター率,地域への経済波及効果",0,1,0,1,1,0,1,0,0,,0,"豊かな自然景観,琉球の歴史・文化",1,0,1,0,0,0,,伝統・文化,0,0,0,1,0,0,0,,4,4,どちらでもない,,,,2026-01-15 16:08:56
4468,276,男性,30代,今帰仁村,建設業,,どちらでもない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,あまり思わない,やや思う,あまり思わない,あまり思わない,どちらでもない,あまり思わない,どちらでもない,あまり思わない,どちらでもない,あまり思わない,やや思う,やや思う,どちらでもない,やや思う,やや思う,どちらでもない,あまり思わない,まったく思わない,やや思う,どちらでもない,住民満足度,0,0,0,0,0,1,0,0,0,,0,"豊かな自然景観,地元の食文化,のんびりとした時間の流れ",1,1,0,1,0,0,,"自然の景観・体験,地域産品・お土産",1,0,1,0,0,0,0,,6,5,どちらでもない,,,,2026-01-15 16:16:57
4473,277,女性,70代,名護市,お仕事をされていない,,どちらでもない,とても思う,とても思う,やや思う,やや思う,どちらでもない,あまり思わない,あまり思わない,どちらでもない,どちらでもない,まったく思わない,あまり思わない,やや思う,あまり思わない,やや思う,とても思う,どちらでもない,どちらでもない,どちらでもない,やや思う,まったく思わない,あまり思わない,とても思う,やや思う,どちらでもない,地域への経済波及効果,0,0,0,0,0,0,1,0,0,,0,豊かな自然景観,1,0,0,0,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,3,3,不満,,,今確実に老人の人口が増える。名護への移動手段に電車を加えて欲しいさらに、市はなぜ環境汚染の対策のため、自動車でなく電車を望む。,2026-01-15 16:42:58
4474,278,男性,30代,名護市,医療、福祉,B型事業所(利用者),やや思う,どちらでもない,やや思う,とても思う,とても思う,とても思う,やや思う,どちらでもない,やや思う,やや思う,とても思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,どちらでもない,あまり思わない,やや思う,とても思う,とても思う,とても思う,やや思う,とても思う,"来訪者の消費額,来訪者の消費単価,延べ宿泊者数,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果,活動実績",1,1,1,1,1,1,1,1,0,,0,"豊かな自然景観,地元の食文化,琉球の歴史・文化,のんびりとした時間の流れ,地域住民の人柄",1,1,1,1,1,0,,"自然の景観・体験,地元の料理,地域産品・お土産,伝統・文化,お祭り・イベント,地域住民との交流",1,1,1,1,1,1,0,,8,9,不満,,2026年はあるメディアによると沖縄県は世界で2番目に注目されているそうです。その中でやんばるは美しい自然と美しい自然海に恵まれた地域です。本土、アジア西洋問わず我々はあなた達を歓迎します。ただ、一部の観光客のマナーの悪さや、逆に車間距離を守らない地元の人間もいるので、お互いに気持ちよく素晴らしい時間を過ごせるために思いやりを持って仲良くしましょう、いちゃりばちょーでー！,やんばるの観光振興はとても応援したい気持ちはあるのだけれど、夜の58号線の爆音・暴走行為は観光客ほぼ全員に対してネガティブなイメージしか植え付けないから、名護警察署と連携を取らなければ、いくら頑張ってもリピーターや成果が出るのを大きく阻害されそうだと思います。それでも、観光によって名護が栄えていくのはとても素晴らしいし、我々地元住民にとっても嬉しい恩恵もたくさんあると思うのでこれからもよんなーチバってほしいです！,2026-01-15 16:58:29
4485,279,女性,30代,恩納村,医療、福祉,,とても思う,やや思う,やや思う,やや思う,とても思う,やや思う,やや思う,どちらでもない,どちらでもない,あまり思わない,あまり思わない,どちらでもない,やや思う,あまり思わない,とても思う,やや思う,やや思う,どちらでもない,とても思う,とても思う,あまり思わない,あまり思わない,まったく思わない,あまり思わない,あまり思わない,"来訪者の消費額,延べ宿泊者数,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果,活動実績",1,0,1,1,1,1,1,1,0,,0,"豊かな自然景観,琉球の歴史・文化,のんびりとした時間の流れ",1,0,1,1,0,0,,"自然の景観・体験,地域産品・お土産,伝統・文化,お祭り・イベント",1,0,1,1,1,0,0,,9,9,満足,,,,2026-01-15 22:00:30
